Current,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
公司代碼,年月日,M0000 特殊 %,M1100 水泥工業 %,M1200 食品工業 %,M1300 塑膠工業 %,M1400 紡織纖維 %,M1500 電機機械 %,M1600 電器電纜 %,M1700 化學生技醫療 %,M1721 化學工業 %,M1722 生技醫療業 %,M1800 玻璃陶瓷 %,M1900 造紙工業 %,M2000 鋼鐵工業 %,M2100 橡膠工業 %,M2200 汽車工業 %,M2300 電子工業 %,M2324 半導體業 %,M2325 電腦及週邊設備業 %,M2326 光電業 %,M2327 通訊網路業 %
T2140U 柏瑞日本AHa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2140V 柏瑞日本BHd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2140W 柏瑞日本NHd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2140X 柏瑞日本N9Ha$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2140Y 柏瑞日本IHa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T21411 柏瑞美堅多收BdZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T21412 柏瑞美堅多收NdZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T21413 柏瑞美堅多收N9aZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141A 柏瑞美堅多收Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141B 柏瑞美堅多收Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141C 柏瑞美堅多收Nd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141D 柏瑞美堅多收N9a,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141E 柏瑞美堅多收Ia,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141F 柏瑞美堅多收AaA,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141G 柏瑞美堅多收BdA,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141H 柏瑞美堅多收NdA,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141J 柏瑞美堅多收N9aA,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141K 柏瑞美堅多收AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141L 柏瑞美堅多收BdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141M 柏瑞美堅多收NdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141N 柏瑞美堅多收N9aC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141P 柏瑞美堅多收AaJ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141Q 柏瑞美堅多收BdJ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141R 柏瑞美堅多收NdJ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141S 柏瑞美堅多收N9aJ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141T 柏瑞美堅多收Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141U 柏瑞美堅多收Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141V 柏瑞美堅多收Nd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141W 柏瑞美堅多收N9a$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141X 柏瑞美堅多收Ia$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2141Y 柏瑞美堅多收AaZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2201A 復華全球資產證 A,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2201B 復華全球資產證 B,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2203Y 復華基金,2025/11/28,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,78.12,15.67,17.95,0,2.61
T2205Y FH高成,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.23,14.49,19.5,0,3.57
T2206Y 復華傳家,2025/11/28,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,59.56,14.04,11.86,0,4.81
T2208Y FH數位,2025/11/28,0,0,0,0,2.97,4.82,0,1.24,1.24,0,0,0,0,0,0,59.85,14.22,16.02,3.11,2.31
T2209Y 復華傳家二號,2025/11/28,0,0,0,0,0,1.41,0,0,0,0,0,0,0.61,0,0,61.69,13.13,13.15,0,4.88
T2210Y FH中小,2025/11/28,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,72.98,18.69,14.66,0,6.4
T2212Y 復華人生目標,2025/11/28,0,0,0,0,0,1.41,0,0,0,0,0,0,0.61,0,0,61.64,13.14,13.12,0,4.82
T2213A 復華全球平衡 USD,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,2.83,0.89,0,0
T2213Y 復華全球平衡,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,2.83,0.89,0,0
T2214Y 復華神盾,2025/11/28,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,60.13,13.68,12.53,0.08,4.9
T2216A 復華全方位TISA,2025/11/28,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0,76.89,13.68,15.71,0,2.87
T2216Y 復華全方位,2025/11/28,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0,76.89,13.68,15.71,0,2.87
T2217Y 復華亞太平衡,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.64,8.16,3.79,0,0
T2219Y 復華亞太成長,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.36,6.62,2.2,0,0
T2252A 復華全球大趨勢 $,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,1.7,0,0,0
T2252Y 復華全球大趨勢,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,1.7,0,0,0
T2260Y 復華華人世紀,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,2.74,3.56,0,0
T2269Y 復華全球原物料,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0
T2271Y 復華大中華中小策,2025/11/28,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,38.21,6.18,5.73,0.17,3.9
T2278Y 復華東協世紀,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,4.44,0,0,0
T2286A 復華全球消費 USD,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0
T2286Y 復華全球消費基金,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0
T2287A 復華美國新星 USD,2025/11/28,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,4.83,4.33,0,0,0
T2287Y 復華美國新星基金,2025/11/28,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,4.83,4.33,0,0,0
T2291A 復華中新經濟平衡,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.17,3.25,2.39,0,0
T2291B 復華中新經濟平AC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.17,3.25,2.39,0,0
T2291C 復華中新經濟平BC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.17,3.25,2.39,0,0
T2292A 復華中新經濟A 股,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0.62,0.57,0,0
T2292B 復華中新A 股 C,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0.62,0.57,0,0
T2294A 復華全物聯科技,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35,5.82,0,0,0
T2294B 復華全物聯科技 $,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35,5.82,0,0,0
T2298A 復華亞太神龍,2025/11/28,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,12.45,2.21,2.8,0,0
T2298B 復華亞太神龍$,2025/11/28,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,12.45,2.21,2.8,0,0
T22A8A 復華已開300股Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T22A8B 復華已開300股Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T22B5Y 復華美標500 Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T22C2Y 復華台灣好收益Bd,2025/11/28,0,0,1.49,0,0,6.02,0,0,0,0,0,0,0,0,0,55.63,15.11,11.36,1.44,2.6
T22C8A 復華台科技高息Aa,2025/11/28,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,78.14,20.07,32.46,0,3.66
T22C8B 復華台科技高息Bd,2025/11/28,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,78.14,20.07,32.46,0,3.66
T2501A 永豐永豐Ia,2025/11/28,0,0,0,3.13,0,5.47,0,0,0,0,0,0,0,0,0,57.09,12.24,8.52,0,2.72
T2501B 永豐永豐Ra,2025/11/28,0,0,0,3.13,0,5.47,0,0,0,0,0,0,0,0,0,57.09,12.24,8.52,0,2.72
T2501C 永豐永豐TISAa,2025/11/28,0,0,0,3.13,0,5.47,0,0,0,0,0,0,0,0,0,57.09,12.24,8.52,0,2.72
T2501Y 永豐永豐Aa,2025/11/28,0,0,0,3.13,0,5.47,0,0,0,0,0,0,0,0,0,57.09,12.24,8.52,0,2.72
T2503Y 永豐高科技,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2506A 永豐中小Ia,2025/11/28,0,0,0,2.16,0,1.88,0,0,0,0,0,0,0,0,0,66.5,10.62,6.76,0,8.04
T2506B 永豐中小TISAa,2025/11/28,0,0,0,2.16,0,1.88,0,0,0,0,0,0,0,0,0,66.5,10.62,6.76,0,8.04
T2506Y 永豐中小Aa,2025/11/28,0,0,0,2.16,0,1.88,0,0,0,0,0,0,0,0,0,66.5,10.62,6.76,0,8.04
T2507Y 永豐趨勢平衡,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.39,9.78,13.27,0,2.04
T2520Y 永豐領航科技,2025/11/28,0,0,0,2.61,0,5.02,0,0,0,0,0,0,0,0,0,66.4,14.05,4.78,0,5.09
T2527Y 永豐主流品牌,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2530Y 永豐大中華,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2531Y 永豐亞洲民生消費,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0
T2539A 永豐中國經建 CNY,2025/11/28,0,0,0,0,0,0,0,1.28,0,1.28,0,0,0,0,0,7.77,7.77,0,0,0
T2539Y 永豐中國經建,2025/11/28,0,0,0,0,0,0,0,1.28,0,1.28,0,0,0,0,0,7.77,7.77,0,0,0
T2545A 永豐滬深300紅利$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2545B 永豐滬深300紅利C,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2545Y 永豐滬深300紅利,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2558A 永豐歐洲50指數,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2558B 永豐歐洲50指數 E,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2560A 永豐標普紅利,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2560B 永豐標普紅利 $,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2562A 永豐標普東南亞,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2562B 永豐標普東南亞 $,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2578A 永豐臺ESG永優Aa,2025/11/28,0,0,0,0,5.97,0,0,2.18,0,2.18,0,0,0,0,0,54.4,31.9,4.7,4.2,0
T2578B 永豐臺ESG永優Ad,2025/11/28,0,0,0,0,5.97,0,0,2.18,0,2.18,0,0,0,0,0,54.4,31.9,4.7,4.2,0
T2578C 永豐臺ESG永優Ia,2025/11/28,0,0,0,0,5.97,0,0,2.18,0,2.18,0,0,0,0,0,54.4,31.9,4.7,4.2,0
T2589A 永豐 ESG建設Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2589B 永豐 ESG建設Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2589C 永豐 ESG建設NAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2589D 永豐 ESG建設NBd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2589E 永豐 ESG建設Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2589F 永豐 ESG建設Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2589G 永豐 ESG建設NAa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2589H 永豐 ESG建設NBd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2589J 永豐 ESG建設AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2589K 永豐 ESG建設BdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2589L 永豐 ESG建設NAaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2589M 永豐 ESG建設NBdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2589N 永豐 ESG建設AaZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2589P 永豐 ESG建設BdZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2589Q 永豐 ESG建設NAaZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2589R 永豐 ESG建設NBdZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T25C2A 永豐醫療多Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T25C2B 永豐醫療多Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T25C2C 永豐醫療多NAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T25C2D 永豐醫療多NBd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T25C2E 永豐醫療多Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T25C2F 永豐醫療多Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T25C2G 永豐醫療多NAa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T25C2H 永豐醫療多NBd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T25C2J 永豐醫療多AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T25C2K 永豐醫療多BdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T25C2L 永豐醫療多NAaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T25C2M 永豐醫療多NBdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T25C2N 永豐醫療多AaZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T25C2P 永豐醫療多BdZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T25C2Q 永豐醫療多NAaZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T25C2R 永豐醫療多NBdZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2605Y 中國信託精穩,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2618Y 中信台灣優勢基金,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2620Y 中信台灣活力A,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.25,17.04,14.16,0,2.83
T2622A 中信 ESG碳多Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14,5.14,0,0,0
T2622B 中信 ESG碳多Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14,5.14,0,0,0
T2622C 中信 ESG碳多NBd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14,5.14,0,0,0
T2622D 中信 ESG碳多Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14,5.14,0,0,0
T2622E 中信 ESG碳多Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14,5.14,0,0,0
T2622F 中信 ESG碳多NBd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14,5.14,0,0,0
T2623A 中信ESG金融Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2623B 中信ESG金融Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2623C 中信ESG金融NBd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2623D 中信ESG金融Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2623E 中信ESG金融Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2623F 中信ESG金融NBd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2624A 中信入息平衡A,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2624B 中信入息平衡B,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2625A 中信成長轉機Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2625B 中信成長轉機Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2625C 中信成長轉機NBd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2625D 中信成長轉機Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2625E 中信成長轉機Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2625F 中信成長轉機NBd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2627A 中信全球股票息 A,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2627B 中信全球股票息 B,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2628A 中信聚焦成長Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2628B 中信聚焦成長NAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2628C 中信聚焦成長Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2628D 中信聚焦成長NAa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2629A 中信策略優利Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2629B 中信策略優利Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2629C 中信策略優利NBd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2629D 中信策略優利Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2629E 中信策略優利Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2629F 中信策略優利NBd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2630A 中信亞太多元息A,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2630B 中信亞太多元息B,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2639A 中信樂齡收平Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2639B 中信樂齡收平Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2639C 中信樂齡收平Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2639D 中信樂齡收平Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2639E 中信樂齡收平NBd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2639F 中信樂齡收平NBd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2654A 中國信託運動,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2654B 中國信託運動$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2662A 中信智城市建設A,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18,7.18,0,0,0
T2662B 中信智城市建設A$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18,7.18,0,0,0
T2683A 中信亞實多重Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2683B 中信亞實多重Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2683C 中信亞實多重NBd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2683D 中信亞實多重Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2683E 中信亞實多重Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2683F 中信亞實多重NBd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2683G 中信亞實多重BdA,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2683H 中信亞實多重NBdA,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2691A 中信越南機會Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2691B 中信越南機會Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2691C 中信越南機會Na,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2691D 中信越南機會Na$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2691E 中信越南機會Ia$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2693A 中信科技多Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2693B 中信科技多Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2693C 中信科技多NBd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2693D 中信科技多Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2693E 中信科技多Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2693F 中信科技多NBd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2693J 中信科趨TISAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2701A 宏利臺灣股息Ia,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,62.87,25.46,16.43,0,1.71
T2701Y 宏利臺灣股息Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,62.87,25.46,16.43,0,1.71
T2703B 宏利台灣動力Ia,2025/11/28,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,78.43,21.75,12.33,0,5.8
T2703Y 宏利台灣動力Aa,2025/11/28,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,78.43,21.75,12.33,0,5.8
T2723A 宏利精選中華CH,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.85,12.34,2.85,0,2.05
T2723Y 宏利精選中華,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.85,12.34,2.85,0,2.05
T2726A 宏利亞太中小 CNY,2025/11/28,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,13.84,7.41,0.72,0,0
T2726B 宏利亞太中小 USD,2025/11/28,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,13.84,7.41,0.72,0,0
