Current,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
公司代碼,年月日,M0000 特殊 %,M1100 水泥工業 %,M1200 食品工業 %,M1300 塑膠工業 %,M1400 紡織纖維 %,M1500 電機機械 %,M1600 電器電纜 %,M1700 化學生技醫療 %,M1721 化學工業 %,M1722 生技醫療業 %,M1800 玻璃陶瓷 %,M1900 造紙工業 %,M2000 鋼鐵工業 %,M2100 橡膠工業 %,M2200 汽車工業 %,M2300 電子工業 %,M2324 半導體業 %,M2325 電腦及週邊設備業 %,M2326 光電業 %,M2327 通訊網路業 %
ES13 施羅德世界資源,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FP30 富邦台灣企業-B類,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FP3001 富邦台灣企業-A類,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FP34 富邦農糧精選基金,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FP35 富邦新興亞洲,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GC10 永豐中概平衡,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GC24 永豐環球趨勢資源,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GC27 永豐全球新興向榮,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IB06 惠理康和台灣紅不,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IB10 惠理康和美元收 A,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IB11 惠理康和美元收 B,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IC44 安泰ING 韓國,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IC57 野村金磚七國,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JF108 JP資源活力股票,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JF91 摩根台灣微型,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JF98 摩根縱橫台商,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ML23 保德信日本,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ML30 保德信全球優質股,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ML37 保德信大俄羅斯,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NC44 第一金全球資源,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0102Y 兆豐第一,2025/11/28,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,68.52,24,9.9,0,4.44
T0103A 兆豐國民TISAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.42,13.31,4.45,0,16.68
T0103Y 兆豐國民,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.42,13.31,4.45,0,16.68
T0104Y 兆豐全球,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0105B 兆豐萬全Ra,2025/11/28,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,52.8,17.83,8.74,0,2.95
T0105Y 兆豐萬全Aa,2025/11/28,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,52.8,17.83,8.74,0,2.95
T0107Y 兆豐國際中小,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0108Y 兆豐電子,2025/11/28,0,0,0,0,0,6.57,0,0,0,0,0,0,0,0,0,64.17,37.2,12.55,0,0
T0109Y 兆豐生命科學,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0110Y 兆豐豐台灣,2025/11/28,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,78.09,11.35,25.35,0,3.15
T0112Y 兆豐國際綠鑽,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0114Y 兆豐國際全球高股,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0115B 兆豐國際民生$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0115Y 兆豐國際民生動力,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0119A 兆豐中國 A股Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0119B 兆豐中國 A股Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0119C 兆豐中國 A股AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0121A 兆豐大中華平衡,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0121B 兆豐大中華平衡 $,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0121C 兆豐大中華平衡 C,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0127A 兆豐中內需A.Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0127B 兆豐中內需A.Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0127C 兆豐中內需A.AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0129Y 兆豐台先通訊Aa,2025/11/28,0,0,0,0,0,7.17,0,0,0,0,0,0,0,0,0,66.24,38.43,12.39,0,0
T0131A 兆豐台金傳股Aa,2025/11/28,0,0,2.14,11.04,1.9,34.56,0,3.61,3.61,0,0.69,0,0,0,0,23.5,8.02,6.74,0,2.65
T0131B 兆豐台金傳股Na,2025/11/28,0,0,2.14,11.04,1.9,34.56,0,3.61,3.61,0,0.69,0,0,0,0,23.5,8.02,6.74,0,2.65
T0133A 兆豐全元宇宙Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,9.7,0,0,0
T0133B 兆豐全元宇宙Na,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,9.7,0,0,0
T0133C 兆豐全元宇宙Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,9.7,0,0,0
T0133D 兆豐全元宇宙Na$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,9.7,0,0,0
T0133E 兆豐全元宇宙AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,9.7,0,0,0
T0133F 兆豐全元宇宙NaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,9.7,0,0,0
T0135A 兆豐日優多重Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0135B 兆豐日優多重Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0135C 兆豐日優多重Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0135D 兆豐日優多重Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0135E 兆豐日優多重AaJ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0135F 兆豐日優多重BdJ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0137A 兆豐收益多重A,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0137B 兆豐收益多重B,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0137C 兆豐收益多重NA,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0137D 兆豐收益多重NB,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0137E 兆豐收益多重A$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0137F 兆豐收益多重B$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0137G 兆豐收益多重NA$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0137H 兆豐收益多重NB$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0138A 兆豐台美永續Aa,2025/11/28,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,13.25,7.31,0,0,5.08
T0138B 兆豐台美永續Bd,2025/11/28,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,13.25,7.31,0,0,5.08
T0138C 兆豐台美永續NBd,2025/11/28,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,13.25,7.31,0,0,5.08
T0138D 兆豐台美永續Aa$,2025/11/28,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,13.25,7.31,0,0,5.08
T0138E 兆豐台美永續Bd$,2025/11/28,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,13.25,7.31,0,0,5.08
T0138F 兆豐台美永續NBd$,2025/11/28,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,13.25,7.31,0,0,5.08
T0139A 兆豐尖端科技Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0139B 兆豐尖端科技Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0139C 兆豐尖端科技NAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0139D 兆豐尖端科技NBd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0139E 兆豐尖端科技Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0139F 兆豐尖端科技Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0139G 兆豐尖端科技NAa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0139H 兆豐尖端科技NBd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0311Y 第一金店頭,2025/11/28,0,0,0,0.28,0,3.72,0,0,0,0,0,0,0,0,0,31.31,9.6,9.96,0,0
T0313A 第一金小型TISA,2025/11/28,0,0,0,1.42,0,2.68,0,0,0,0,0,0,0,0,0,74.55,18.67,14.37,2.31,3.1
T0313Y 第一金小型,2025/11/28,0,0,0,1.42,0,2.68,0,0,0,0,0,0,0,0,0,74.55,18.67,14.37,2.31,3.1
T0314Y 第一金電子,2025/11/28,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,80.03,22.8,14.43,0,5.85
T0316Y 第一金亞洲科技,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.21,14.1,3.73,0,1.67
T0318Y 第一金大中華,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0320Y 第一金中概平衡,2025/11/28,0,0,0.26,0.35,0,1.54,0,0,0,0,0,0,0,0,0.1,66.13,16.27,11.08,0.2,6.15
T0331A 一金趨勢AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0331B 一金趨勢Ia,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0331C 一金趨勢TISAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0331Y 一金趨勢Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0334A 第一金中國世紀 C,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0334B 第一金中國世紀 $,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0334C 第一金中國世紀N,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0334D 第一金中國世紀NC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0334E 第一金中國世紀N$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0334Y 第一金中國世紀,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0335Y 第一金亞洲新興市,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0336A 第一金創新Ia,2025/11/28,0,0,0.17,0.28,0,1.15,0,0.12,0.12,0,0,0,0,0,0.07,72.83,18.49,12.38,0.04,5.98
T0336B 第一金創新TISAa,2025/11/28,0,0,0.17,0.28,0,1.15,0,0.12,0.12,0,0,0,0,0,0.07,72.83,18.49,12.38,0.04,5.98
T0336Y 第一金創新Aa,2025/11/28,0,0,0.17,0.28,0,1.15,0,0.12,0.12,0,0,0,0,0,0.07,72.83,18.49,12.38,0.04,5.98
T0343A 第一金全球多息 A,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0343B 第一金全球多息 B,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0346A 一金AI機器人Aa,2025/11/28,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,3.1,0,0.71,0,0
T0346B 一金AI機器人Aa$,2025/11/28,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,3.1,0,0.71,0,0
T0346C 一金AI機器人Na,2025/11/28,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,3.1,0,0.71,0,0
T0346D 一金AI機器人Na$,2025/11/28,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,3.1,0,0.71,0,0
T0346E 一金AI機器人Ia,2025/11/28,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,3.1,0,0.71,0,0
T0347A 一金AI FTech.Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0347B 一金AI FTech.Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0347C 一金AI FTech.Na,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0347D 一金AI FTech.Na$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0347E 一金AI FTech.Ia,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0349A 第一金水電Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0349B 第一金水電Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0349C 第一金水電Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0349D 第一金水電Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0349E 第一金水電Na,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0349F 第一金水電Nd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0349G 第一金水電Na$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0349H 第一金水電Nd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0349J 第一金水電Ia,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0350A 第一金AI醫療Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0350B 第一金AI醫療Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0350C 第一金AI醫療Na,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0350D 第一金AI醫療Na$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0350E 第一金AI醫療Ia,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0354A 第一金全AI.Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,6.57,0,0,0
T0354B 第一金全AI.Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,6.57,0,0,0
T0354C 第一金全AI.Na,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,6.57,0,0,0
T0354D 第一金全AI.Na$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,6.57,0,0,0
T0354E 第一金全AI.Ia,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,6.57,0,0,0
T0359A 第一金全電競Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0359B 第一金全電競Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0359C 第一金全電競Na,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0359D 第一金全電競Na$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0360A 第一金全健瘦Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0360B 第一金全健瘦Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0360C 第一金全健瘦Na,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0360D 第一金全健瘦Na$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0361A 第一金全Pet.Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0361B 第一金全Pet.Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0361C 第一金全Pet.Na,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0361D 第一金全Pet.Na$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0363A 一金核心建設Aa,2025/11/28,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,71.78,19.16,12.95,0,5.23
T0363B 一金核心建設Bd,2025/11/28,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,71.78,19.16,12.95,0,5.23
T0363C 一金核心建設NAa,2025/11/28,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,71.78,19.16,12.95,0,5.23
T0363D 一金核心建設NBd,2025/11/28,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,71.78,19.16,12.95,0,5.23
T0365A 第一金永續多Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74,4.74,0,0,0
T0365B 第一金永續多Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74,4.74,0,0,0
T0365C 第一金永續多Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74,4.74,0,0,0
T0365D 第一金永續多Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74,4.74,0,0,0
T0365E 第一金永續多IAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74,4.74,0,0,0
T0366A 一金量化日本Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0366B 一金量化日本AaJ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0405Y 匯豐安富,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.43,19.21,14.38,0,4.62
T0406Y 匯豐成功,2025/11/28,0,0,16.17,6.19,5.03,20.48,0,1.67,0,1.67,0,0,3.66,0,2.71,0,0,0,0,0
T0408A 匯豐龍鳳Ia,2025/11/28,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,87.37,23.87,19.03,0,5.33
T0408B 匯豐龍鳳Ra,2025/11/28,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,87.37,23.87,19.03,0,5.33
T0408Y 匯豐龍鳳Aa,2025/11/28,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,87.37,23.87,19.03,0,5.33
T0410Y 匯豐龍騰電子,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.81,20.95,14.97,0,5.01
T0414Y 匯豐中小,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0415Y 匯豐台灣精典,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.69,21.5,19.32,0,4.92
T0417Y 匯豐太平洋精典,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0425Y 匯豐金磚動力,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0428Y 匯豐新鑽動力,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.41,11.35,0,1.62,0
T0431A 匯豐關鍵資源NAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0431Y 匯豐關鍵資源Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0436A 匯豐中國動力 CNY,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03,12.45,0.59,0,2.73
T0436B 匯豐中國動力 USD,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03,12.45,0.59,0,2.73
T0436Y 匯豐中國動力,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03,12.45,0.59,0,2.73
T0439Y 匯豐黃金及礦業股,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0447Y 匯豐拉丁美洲,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T044SA 匯豐核優多Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T044SB 匯豐核優多AM2d,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T044SC 匯豐核優多Na,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T044SD 匯豐核優多NM2d,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T044SE 匯豐核優多Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T044SF 匯豐核優多AM2d$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T044SG 匯豐核優多Na$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T044SH 匯豐核優多NM2d$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T044SJ 匯豐核優多AaZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T044SK 匯豐核優多AM2dZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T044SL 匯豐核優多NaZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T044SM 匯豐核優多NM2dZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0453A 匯豐中國 A股AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0453B 匯豐中國 A股Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0453C 匯豐中國 A股NAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0453D 匯豐中國 A股NAaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0453E 匯豐中國 A股NAa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0453Y 匯豐中國 A股Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0458A 匯豐中多息平Aa,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0458B 匯豐中多息平Bd,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0458C 匯豐中多息平AaC,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0458D 匯豐中多息平BdC,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0458E 匯豐中多息平Aa$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0458F 匯豐中多息平Bd$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0458G 匯豐中多息平Bi,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0458H 匯豐中多息平BiC,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0458J 匯豐中多息平Bi$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0475A 匯豐中國科技精選,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0475B 匯豐中國科技選 C,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0475C 匯豐中國科技選 $,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0479A 匯亞exJP多息平 A,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0479B 匯亞exJP多息Bd,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0479C 匯亞exJP多息BdC,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T0479D 匯亞exJP多息平A$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
