Current,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
基金碼,日期,基金淨資產 (千元),A1  投資國內上市股票比例,A2  投資國內台灣存託憑證,A3  投資國內基金比例,A4  投資國內上櫃股票比例,A5  投資國內買斷債券比例,A6  投資國內RP比例,A7  國內資產證券化商品,A8  投資國內其他有價證券,A0  投資國內有價證券比例,B1  國內短期投資-短票,B2  國內短期投資-其他,B3  短期投資-一般存款,B4  短期投資-短期票券-RP,B0  國內短期投資小計,A+B 投資國內合計,C1  投資日本比例,C2  投資紐澳比例,C3  投資國外其他區域比例,C4  投資北美比例
T2130R 柏瑞邊非投債N9a$,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2130S 柏瑞邊非投債AaZ,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2130T 柏瑞邊非投債BdZ,2025/10,"20,604",0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2130U 柏瑞邊非投債NdZ,2025/10,"22,252",0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2130V 柏瑞邊非投債N9aZ,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2131A 柏瑞新動多重Aa,2025/10,"73,619",8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131B 柏瑞新動多重Bd,2025/10,"51,545",8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131C 柏瑞新動多重Nd,2025/10,"33,213",8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131D 柏瑞新動多重N9a,2025/10,0,8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131E 柏瑞新動多重AaA,2025/10,"4,946",8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131F 柏瑞新動多重BdA,2025/10,"3,864",8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131G 柏瑞新動多重NdA,2025/10,"11,791",8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131H 柏瑞新動多重N9aA,2025/10,0,8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131J 柏瑞新動多重AaC,2025/10,"20,185",8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131K 柏瑞新動多重BdC,2025/10,"23,825",8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131L 柏瑞新動多重NdC,2025/10,"43,614",8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131M 柏瑞新動多重N9aC,2025/10,0,8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131N 柏瑞新動多重Aa$,2025/10,"20,869",8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131P 柏瑞新動多重Bd$,2025/10,"14,096",8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131Q 柏瑞新動多重Nd$,2025/10,"67,158",8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131R 柏瑞新動多重N9a$,2025/10,0,8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131S 柏瑞新動多重AaZ,2025/10,0,8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131T 柏瑞新動多重BdZ,2025/10,0,8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131U 柏瑞新動多重NdZ,2025/10,0,8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2131V 柏瑞新動多重N9aZ,2025/10,0,8.98,0,4.56,0,0,0,0,0,13.54,0,0,4.37,0,4.37,17.91,0,0,3.24,1.94
T2132A 柏瑞ESG量債Aa,2025/10,"1,029,774",0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132B 柏瑞ESG量債Bd,2025/10,"734,572",0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132C 柏瑞ESG量債Nd,2025/10,"2,526,714",0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132D 柏瑞ESG量債N9a,2025/10,"1,175,568",0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132E 柏瑞ESG量債Ia,2025/10,"4,618,805",0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132F 柏瑞ESG量債AaA,2025/10,"22,494",0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132G 柏瑞ESG量債BdA,2025/10,"79,127",0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132H 柏瑞ESG量債NdA,2025/10,"463,492",0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132J 柏瑞ESG量債N9aA,2025/10,"135,366",0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132K 柏瑞ESG量債AaC,2025/10,"119,912",0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132L 柏瑞ESG量債BdC,2025/10,"172,224",0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132M 柏瑞ESG量債NdC,2025/10,"945,657",0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132N 柏瑞ESG量債N9aC,2025/10,"330,805",0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132P 柏瑞ESG量債Aa$,2025/10,"339,816",0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132Q 柏瑞ESG量債Bd$,2025/10,"566,696",0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132R 柏瑞ESG量債Nd$,2025/10,"2,694,492",0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132S 柏瑞ESG量債N9a$,2025/10,"1,291,348",0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132T 柏瑞ESG量債AaZ,2025/10,0,0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132U 柏瑞ESG量債BdZ,2025/10,0,0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132V 柏瑞ESG量債NdZ,2025/10,0,0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132W 柏瑞ESG量債N9aZ,2025/10,0,0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2132X 柏瑞ESG量債Ia$,2025/10,"268,613",0,0,0,0,0,0.34,0,0,0.34,0,0,2.71,0,2.71,3.05,0,1.74,3.95,31.21
T2133A 柏瑞ESG多重Aa,2025/10,"474,251",1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133B 柏瑞ESG多重Bd,2025/10,"705,497",1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133C 柏瑞ESG多重Nd,2025/10,"1,127,662",1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133D 柏瑞ESG多重N9a,2025/10,"66,310",1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133E 柏瑞ESG多重Ia,2025/10,0,1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133F 柏瑞ESG多重AaA,2025/10,"17,048",1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133G 柏瑞ESG多重BdA,2025/10,"62,702",1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133H 柏瑞ESG多重NdA,2025/10,"130,685",1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133J 柏瑞ESG多重N9aA,2025/10,"40,748",1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133K 柏瑞ESG多重AaC,2025/10,"50,636",1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133L 柏瑞ESG多重BdC,2025/10,"89,864",1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133M 柏瑞ESG多重NdC,2025/10,"349,853",1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133N 柏瑞ESG多重N9aC,2025/10,"67,006",1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133P 柏瑞ESG多重Aa$,2025/10,"188,206",1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133Q 柏瑞ESG多重Bd$,2025/10,"468,793",1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133R 柏瑞ESG多重Nd$,2025/10,"920,818",1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133S 柏瑞ESG多重N9a$,2025/10,"296,636",1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133T 柏瑞ESG多重Ia$,2025/10,0,1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133U 柏瑞ESG多重AaZ,2025/10,0,1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133V 柏瑞ESG多重BdZ,2025/10,"57,066",1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133W 柏瑞ESG多重NdZ,2025/10,"128,615",1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2133X 柏瑞ESG多重N9aZ,2025/10,0,1.63,0,0,0,0,0,0,0,1.63,0,0,3.44,0,3.44,5.07,1.5,0.22,2.96,46.69
T2134A 柏瑞全策量債Aa,2025/10,"224,255",0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134B 柏瑞全策量債Bd,2025/10,"264,021",0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134C 柏瑞全策量債Nd,2025/10,"696,517",0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134D 柏瑞全策量債N9a,2025/10,"199,456",0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134E 柏瑞全策量債IAa,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134F 柏瑞全策量債IBd,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134G 柏瑞全策量債AaA,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134H 柏瑞全策量債BdA,2025/10,"25,424",0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134J 柏瑞全策量債NdA,2025/10,"91,316",0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134K 柏瑞全策量債N9aA,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134L 柏瑞全策量債AaC,2025/10,"30,052",0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134M 柏瑞全策量債BdC,2025/10,"43,340",0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134N 柏瑞全策量債NdC,2025/10,"142,897",0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134P 柏瑞全策量債N9aC,2025/10,"59,736",0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134Q 柏瑞全策量債Aa$,2025/10,"131,300",0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134R 柏瑞全策量債Bd$,2025/10,"264,790",0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134S 柏瑞全策量債Nd$,2025/10,"721,021",0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134T 柏瑞全策量債N9a$,2025/10,"145,189",0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134U 柏瑞全策量債IAa$,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134V 柏瑞全策量債AaZ,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134W 柏瑞全策量債BdZ,2025/10,"30,691",0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134X 柏瑞全策量債NdZ,2025/10,"108,710",0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2134Y 柏瑞全策量債N9aZ,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2.29,0,0,7.97,22.52
T2135A 柏瑞ESG量股Aa,2025/10,"504,884",4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135B 柏瑞ESG量股Bd,2025/10,"49,818",4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135C 柏瑞ESG量股Nd,2025/10,0,4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135D 柏瑞ESG量股N9a,2025/10,"63,297",4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135E 柏瑞ESG量股Ia,2025/10,"681,810",4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135F 柏瑞ESG量股AaA,2025/10,0,4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135G 柏瑞ESG量股BdA,2025/10,0,4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135H 柏瑞ESG量股NdA,2025/10,0,4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135J 柏瑞ESG量股N9aA,2025/10,0,4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135K 柏瑞ESG量股AaC,2025/10,"32,434",4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135L 柏瑞ESG量股BdC,2025/10,"9,673",4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135M 柏瑞ESG量股NdC,2025/10,0,4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135N 柏瑞ESG量股N9aC,2025/10,"30,192",4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135P 柏瑞ESG量股Aa$,2025/10,"254,346",4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135Q 柏瑞ESG量股Bd$,2025/10,"14,914",4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135R 柏瑞ESG量股Nd$,2025/10,0,4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135S 柏瑞ESG量股N9a$,2025/10,"75,873",4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135T 柏瑞ESG量股Ia$,2025/10,0,4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135U 柏瑞ESG量股AaZ,2025/10,0,4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135V 柏瑞ESG量股BdZ,2025/10,0,4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135W 柏瑞ESG量股NdZ,2025/10,0,4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2135X 柏瑞ESG量股N9aZ,2025/10,0,4.01,0,0,0,0,0,0,0,4.01,0,0,4.45,0,4.45,8.46,4.37,0,4.12,62.86
T2136A 柏瑞趨勢多重Aa,2025/10,"547,103",0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136B 柏瑞趨勢多重Bd,2025/10,"440,683",0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136C 柏瑞趨勢多重Nd,2025/10,"277,808",0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136D 柏瑞趨勢多重N9a,2025/10,"65,266",0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136E 柏瑞趨勢多重Ia,2025/10,"40,768",0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136F 柏瑞趨勢多重AaA,2025/10,"20,749",0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136G 柏瑞趨勢多重BdA,2025/10,"31,767",0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136H 柏瑞趨勢多重NdA,2025/10,"64,135",0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136J 柏瑞趨勢多重N9aA,2025/10,"13,144",0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136K 柏瑞趨勢多重AaC,2025/10,"40,491",0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136L 柏瑞趨勢多重BdC,2025/10,"91,418",0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136M 柏瑞趨勢多重NdC,2025/10,"164,222",0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136N 柏瑞趨勢多重N9aC,2025/10,"43,309",0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136P 柏瑞趨勢多重Aa$,2025/10,"358,189",0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136Q 柏瑞趨勢多重Bd$,2025/10,"362,290",0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136R 柏瑞趨勢多重Nd$,2025/10,"391,904",0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136S 柏瑞趨勢多重N9a$,2025/10,"95,966",0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136T 柏瑞趨勢多重Ia$,2025/10,"644,908",0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136U 柏瑞趨勢多重AaZ,2025/10,0,0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136V 柏瑞趨勢多重BdZ,2025/10,0,0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136W 柏瑞趨勢多重NdZ,2025/10,0,0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2136X 柏瑞趨勢多重N9aZ,2025/10,0,0.79,0,5.53,0,0,0,0,0,6.32,0,0,4.09,0,4.09,10.41,1.68,0.2,6.39,59.57
T2137A 柏瑞ESG減碳Aa,2025/10,"708,841",3.81,0,0,0,0,0,0,0,3.81,0,0,3.92,0,3.92,7.73,5.52,0,0,60.22
T2137B 柏瑞ESG減碳N9a,2025/10,"52,100",3.81,0,0,0,0,0,0,0,3.81,0,0,3.92,0,3.92,7.73,5.52,0,0,60.22
T2137C 柏瑞ESG減碳Ia,2025/10,0,3.81,0,0,0,0,0,0,0,3.81,0,0,3.92,0,3.92,7.73,5.52,0,0,60.22
T2137D 柏瑞ESG減碳AaA,2025/10,0,3.81,0,0,0,0,0,0,0,3.81,0,0,3.92,0,3.92,7.73,5.52,0,0,60.22
T2137E 柏瑞ESG減碳N9aA,2025/10,0,3.81,0,0,0,0,0,0,0,3.81,0,0,3.92,0,3.92,7.73,5.52,0,0,60.22
T2137F 柏瑞ESG減碳AaC,2025/10,"24,690",3.81,0,0,0,0,0,0,0,3.81,0,0,3.92,0,3.92,7.73,5.52,0,0,60.22
T2137G 柏瑞ESG減碳N9aC,2025/10,"13,144",3.81,0,0,0,0,0,0,0,3.81,0,0,3.92,0,3.92,7.73,5.52,0,0,60.22
T2137H 柏瑞ESG減碳Aa$,2025/10,"181,865",3.81,0,0,0,0,0,0,0,3.81,0,0,3.92,0,3.92,7.73,5.52,0,0,60.22
T2137J 柏瑞ESG減碳N9a$,2025/10,"38,892",3.81,0,0,0,0,0,0,0,3.81,0,0,3.92,0,3.92,7.73,5.52,0,0,60.22
T2137K 柏瑞ESG減碳Ia$,2025/10,"130,586",3.81,0,0,0,0,0,0,0,3.81,0,0,3.92,0,3.92,7.73,5.52,0,0,60.22
T2137L 柏瑞ESG減碳AaZ,2025/10,0,3.81,0,0,0,0,0,0,0,3.81,0,0,3.92,0,3.92,7.73,5.52,0,0,60.22
T2137M 柏瑞ESG減碳N9aZ,2025/10,0,3.81,0,0,0,0,0,0,0,3.81,0,0,3.92,0,3.92,7.73,5.52,0,0,60.22
T2138A 柏瑞利率對策Aa,2025/10,"171,370",0,0,6.12,0,0,0,0,0,6.12,0,0,3.41,0,3.41,9.53,2.23,0.38,0,46.07
T2138B 柏瑞利率對策Bd,2025/10,"59,851",0,0,6.12,0,0,0,0,0,6.12,0,0,3.41,0,3.41,9.53,2.23,0.38,0,46.07
T2138C 柏瑞利率對策Nd,2025/10,"154,851",0,0,6.12,0,0,0,0,0,6.12,0,0,3.41,0,3.41,9.53,2.23,0.38,0,46.07
T2138D 柏瑞利率對策N9a,2025/10,"20,261",0,0,6.12,0,0,0,0,0,6.12,0,0,3.41,0,3.41,9.53,2.23,0.38,0,46.07
T2138E 柏瑞利率對策Ia,2025/10,0,0,0,6.12,0,0,0,0,0,6.12,0,0,3.41,0,3.41,9.53,2.23,0.38,0,46.07
T2138F 柏瑞利率對策AaA,2025/10,"18,018",0,0,6.12,0,0,0,0,0,6.12,0,0,3.41,0,3.41,9.53,2.23,0.38,0,46.07
T2138G 柏瑞利率對策BdA,2025/10,"12,079",0,0,6.12,0,0,0,0,0,6.12,0,0,3.41,0,3.41,9.53,2.23,0.38,0,46.07
T2138H 柏瑞利率對策NdA,2025/10,"30,684",0,0,6.12,0,0,0,0,0,6.12,0,0,3.41,0,3.41,9.53,2.23,0.38,0,46.07
T2138J 柏瑞利率對策N9aA,2025/10,"7,742",0,0,6.12,0,0,0,0,0,6.12,0,0,3.41,0,3.41,9.53,2.23,0.38,0,46.07
T2138K 柏瑞利率對策AaC,2025/10,"36,533",0,0,6.12,0,0,0,0,0,6.12,0,0,3.41,0,3.41,9.53,2.23,0.38,0,46.07
T2138L 柏瑞利率對策BdC,2025/10,"23,688",0,0,6.12,0,0,0,0,0,6.12,0,0,3.41,0,3.41,9.53,2.23,0.38,0,46.07
T2138M 柏瑞利率對策NdC,2025/10,"74,231",0,0,6.12,0,0,0,0,0,6.12,0,0,3.41,0,3.41,9.53,2.23,0.38,0,46.07
T2138N 柏瑞利率對策N9aC,2025/10,"15,961",0,0,6.12,0,0,0,0,0,6.12,0,0,3.41,0,3.41,9.53,2.23,0.38,0,46.07
T2138P 柏瑞利率對策Aa$,2025/10,"105,369",0,0,6.12,0,0,0,0,0,6.12,0,0,3.41,0,3.41,9.53,2.23,0.38,0,46.07
T2138Q 柏瑞利率對策Bd$,2025/10,"69,496",0,0,6.12,0,0,0,0,0,6.12,0,0,3.41,0,3.41,9.53,2.23,0.38,0,46.07
T2138R 柏瑞利率對策Nd$,2025/10,"112,372",0,0,6.12,0,0,0,0,0,6.12,0,0,3.41,0,3.41,9.53,2.23,0.38,0,46.07
T2138S 柏瑞利率對策N9a$,2025/10,"11,137",0,0,6.12,0,0,0,0,0,6.12,0,0,3.41,0,3.41,9.53,2.23,0.38,0,46.07
T2138T 柏瑞利率對策Ia$,2025/10,"38,408",0,0,6.12,0,0,0,0,0,6.12,0,0,3.41,0,3.41,9.53,2.23,0.38,0,46.07
