Current,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
基金碼,日期,基金淨資產 (千元),A1  投資國內上市股票比例,A2  投資國內台灣存託憑證,A3  投資國內基金比例,A4  投資國內上櫃股票比例,A5  投資國內買斷債券比例,A6  投資國內RP比例,A7  國內資產證券化商品,A8  投資國內其他有價證券,A0  投資國內有價證券比例,B1  國內短期投資-短票,B2  國內短期投資-其他,B3  短期投資-一般存款,B4  短期投資-短期票券-RP,B0  國內短期投資小計,A+B 投資國內合計,C1  投資日本比例,C2  投資紐澳比例,C3  投資國外其他區域比例,C4  投資北美比例
T2111M 柏瑞策略非債Bd$,2025/10,"120,505",0,0,0,0,0,0.41,0,0,0.41,0,0,2.06,0,2.06,2.47,0,0,5.47,70.78
T2111N 柏瑞策略非債Nd$,2025/10,"731,654",0,0,0,0,0,0.41,0,0,0.41,0,0,2.06,0,2.06,2.47,0,0,5.47,70.78
T2111P 柏瑞策略非債N9a$,2025/10,"436,244",0,0,0,0,0,0.41,0,0,0.41,0,0,2.06,0,2.06,2.47,0,0,5.47,70.78
T2111Q 柏瑞策略非債AaZ,2025/10,0,0,0,0,0,0,0.41,0,0,0.41,0,0,2.06,0,2.06,2.47,0,0,5.47,70.78
T2111R 柏瑞策略非債NdZ,2025/10,"120,238",0,0,0,0,0,0.41,0,0,0.41,0,0,2.06,0,2.06,2.47,0,0,5.47,70.78
T2111S 柏瑞策略非債N9aZ,2025/10,"37,831",0,0,0,0,0,0.41,0,0,0.41,0,0,2.06,0,2.06,2.47,0,0,5.47,70.78
T2111T 柏瑞策略非債Btd,2025/10,"683,956",0,0,0,0,0,0.41,0,0,0.41,0,0,2.06,0,2.06,2.47,0,0,5.47,70.78
T2111U 柏瑞策略非債NdA,2025/10,"168,642",0,0,0,0,0,0.41,0,0,0.41,0,0,2.06,0,2.06,2.47,0,0,5.47,70.78
T2111W 柏瑞策略非債Ia,2025/10,"1,373,434",0,0,0,0,0,0.41,0,0,0.41,0,0,2.06,0,2.06,2.47,0,0,5.47,70.78
T2112Y 柏瑞巨輪貨幣市場,2025/10,"5,179,530",0,0,0,0,0,6.45,0,0,6.45,48.8,0,44.17,0.39,93.36,99.81,0,0,0,0
T2113A 柏瑞新興非債Aa,2025/10,"74,646",0,0,0,0,0,0,0,0,0,0,0,2.85,0,2.85,2.85,0,0,6.37,34.36
T2113B 柏瑞新興非債Bd,2025/10,"460,854",0,0,0,0,0,0,0,0,0,0,0,2.85,0,2.85,2.85,0,0,6.37,34.36
T2113C 柏瑞新興非債AaC,2025/10,477,0,0,0,0,0,0,0,0,0,0,0,2.85,0,2.85,2.85,0,0,6.37,34.36
T2113D 柏瑞新興非債BdC,2025/10,"7,358",0,0,0,0,0,0,0,0,0,0,0,2.85,0,2.85,2.85,0,0,6.37,34.36
T2113E 柏瑞新興非債Nd,2025/10,"36,894",0,0,0,0,0,0,0,0,0,0,0,2.85,0,2.85,2.85,0,0,6.37,34.36
T2113F 柏瑞新興非債N9a,2025/10,936,0,0,0,0,0,0,0,0,0,0,0,2.85,0,2.85,2.85,0,0,6.37,34.36
T2113G 柏瑞新興非債NdC,2025/10,"62,711",0,0,0,0,0,0,0,0,0,0,0,2.85,0,2.85,2.85,0,0,6.37,34.36
T2113H 柏瑞新興非債N9aC,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,2.85,2.85,0,0,6.37,34.36
T2113J 柏瑞新興非債Aa$,2025/10,476,0,0,0,0,0,0,0,0,0,0,0,2.85,0,2.85,2.85,0,0,6.37,34.36
T2113K 柏瑞新興非債Bd$,2025/10,"3,500",0,0,0,0,0,0,0,0,0,0,0,2.85,0,2.85,2.85,0,0,6.37,34.36
T2113L 柏瑞新興非債Nd$,2025/10,"11,646",0,0,0,0,0,0,0,0,0,0,0,2.85,0,2.85,2.85,0,0,6.37,34.36
T2113M 柏瑞新興非債N9a$,2025/10,"223,660",0,0,0,0,0,0,0,0,0,0,0,2.85,0,2.85,2.85,0,0,6.37,34.36
T2113N 柏瑞新興非債Ia,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,2.85,2.85,0,0,6.37,34.36
T2114Y 柏瑞五國金勢力建,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2117A 柏瑞ESG企債Aa,2025/10,"90,081",0,0,0,0,0,0,0,0,0,0,0,2.6,0,2.6,2.6,0,0,0.94,37.72
T2117B 柏瑞ESG企債Bd,2025/10,"140,204",0,0,0,0,0,0,0,0,0,0,0,2.6,0,2.6,2.6,0,0,0.94,37.72
T2117C 柏瑞ESG企債AaC,2025/10,"1,137",0,0,0,0,0,0,0,0,0,0,0,2.6,0,2.6,2.6,0,0,0.94,37.72
T2117D 柏瑞ESG企債BdC,2025/10,"7,015",0,0,0,0,0,0,0,0,0,0,0,2.6,0,2.6,2.6,0,0,0.94,37.72
T2117E 柏瑞ESG企債Nd,2025/10,"22,014",0,0,0,0,0,0,0,0,0,0,0,2.6,0,2.6,2.6,0,0,0.94,37.72
T2117F 柏瑞ESG企債N9a,2025/10,"147,947",0,0,0,0,0,0,0,0,0,0,0,2.6,0,2.6,2.6,0,0,0.94,37.72
T2117G 柏瑞ESG企債NdC,2025/10,"26,852",0,0,0,0,0,0,0,0,0,0,0,2.6,0,2.6,2.6,0,0,0.94,37.72
T2117H 柏瑞ESG企債N9aC,2025/10,"2,342",0,0,0,0,0,0,0,0,0,0,0,2.6,0,2.6,2.6,0,0,0.94,37.72
T2117J 柏瑞ESG企債Aa$,2025/10,"78,681",0,0,0,0,0,0,0,0,0,0,0,2.6,0,2.6,2.6,0,0,0.94,37.72
T2117K 柏瑞ESG企債Bd$,2025/10,"2,720",0,0,0,0,0,0,0,0,0,0,0,2.6,0,2.6,2.6,0,0,0.94,37.72
T2117L 柏瑞ESG企債Nd$,2025/10,"6,239",0,0,0,0,0,0,0,0,0,0,0,2.6,0,2.6,2.6,0,0,0.94,37.72
T2117M 柏瑞ESG企債N9a$,2025/10,"2,944",0,0,0,0,0,0,0,0,0,0,0,2.6,0,2.6,2.6,0,0,0.94,37.72
T2117N 柏瑞ESG企債AaZ,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,2.6,2.6,0,0,0.94,37.72
T2117P 柏瑞ESG企債BdZ,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,2.6,2.6,0,0,0.94,37.72
T2117Q 柏瑞ESG企債NdZ,2025/10,"19,338",0,0,0,0,0,0,0,0,0,0,0,2.6,0,2.6,2.6,0,0,0.94,37.72
T2117R 柏瑞ESG企債N9aZ,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,2.6,2.6,0,0,0.94,37.72
T2117S 柏瑞ESG企債Ia,2025/10,"364,597",0,0,0,0,0,0,0,0,0,0,0,2.6,0,2.6,2.6,0,0,0.94,37.72
T2118A 柏瑞新亞策債Aa,2025/10,"133,055",0,0,0,0,0,0,0,0,0,0,0,3.07,0,3.07,3.07,0,1.38,1.82,28.19
T2118B 柏瑞新亞策債Bd,2025/10,"79,940",0,0,0,0,0,0,0,0,0,0,0,3.07,0,3.07,3.07,0,1.38,1.82,28.19
T2118C 柏瑞新亞策債AaC,2025/10,"39,057",0,0,0,0,0,0,0,0,0,0,0,3.07,0,3.07,3.07,0,1.38,1.82,28.19
T2118D 柏瑞新亞策債BdC,2025/10,"43,668",0,0,0,0,0,0,0,0,0,0,0,3.07,0,3.07,3.07,0,1.38,1.82,28.19
T2118E 柏瑞新亞策債Nd,2025/10,"33,528",0,0,0,0,0,0,0,0,0,0,0,3.07,0,3.07,3.07,0,1.38,1.82,28.19
T2118F 柏瑞新亞策債N9a,2025/10,"29,155",0,0,0,0,0,0,0,0,0,0,0,3.07,0,3.07,3.07,0,1.38,1.82,28.19
T2118G 柏瑞新亞策債NdC,2025/10,"109,109",0,0,0,0,0,0,0,0,0,0,0,3.07,0,3.07,3.07,0,1.38,1.82,28.19
T2118H 柏瑞新亞策債N9aC,2025/10,"41,524",0,0,0,0,0,0,0,0,0,0,0,3.07,0,3.07,3.07,0,1.38,1.82,28.19
T2118J 柏瑞新亞策債Aa$,2025/10,"74,019",0,0,0,0,0,0,0,0,0,0,0,3.07,0,3.07,3.07,0,1.38,1.82,28.19
T2118K 柏瑞新亞策債Bd$,2025/10,"32,092",0,0,0,0,0,0,0,0,0,0,0,3.07,0,3.07,3.07,0,1.38,1.82,28.19
T2118L 柏瑞新亞策債Nd$,2025/10,"88,859",0,0,0,0,0,0,0,0,0,0,0,3.07,0,3.07,3.07,0,1.38,1.82,28.19
T2118M 柏瑞新亞策債N9a$,2025/10,"26,611",0,0,0,0,0,0,0,0,0,0,0,3.07,0,3.07,3.07,0,1.38,1.82,28.19
T2118S 柏瑞新亞策債Nsd,2025/10,"17,599",0,0,0,0,0,0,0,0,0,0,0,3.07,0,3.07,3.07,0,1.38,1.82,28.19
T2118T 柏瑞新亞策債Ia,2025/10,"947,757",0,0,0,0,0,0,0,0,0,0,0,3.07,0,3.07,3.07,0,1.38,1.82,28.19
T2120A 柏瑞亞洲亮點股AC,2025/10,"3,248",15.03,0,0,6.11,0,0,0,0,21.14,0,0,1.07,0,1.07,22.21,0,3.92,13.49,1.47
T2120C 柏瑞亞洲亮點N9,2025/10,0,15.03,0,0,6.11,0,0,0,0,21.14,0,0,1.07,0,1.07,22.21,0,3.92,13.49,1.47
T2120D 柏瑞亞洲亮點N9 C,2025/10,0,15.03,0,0,6.11,0,0,0,0,21.14,0,0,1.07,0,1.07,22.21,0,3.92,13.49,1.47
T2120E 柏瑞亞洲亮點股A$,2025/10,0,15.03,0,0,6.11,0,0,0,0,21.14,0,0,1.07,0,1.07,22.21,0,3.92,13.49,1.47
T2120F 柏瑞亞洲亮點N9 $,2025/10,0,15.03,0,0,6.11,0,0,0,0,21.14,0,0,1.07,0,1.07,22.21,0,3.92,13.49,1.47
T2120Y 柏瑞亞洲亮點股A,2025/10,"154,475",15.03,0,0,6.11,0,0,0,0,21.14,0,0,1.07,0,1.07,22.21,0,3.92,13.49,1.47
T2121A 柏瑞中國平衡A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2121B 柏瑞中國平衡B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2121C 柏瑞中國平衡A$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2121D 柏瑞中國平衡B$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2121E 柏瑞中國平衡AC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2121F 柏瑞中國平衡BC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2121G 柏瑞中國平衡N,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2121H 柏瑞中國平衡NC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2121J 柏瑞中國平衡N9,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2121K 柏瑞中國平衡N9 C,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2121L 柏瑞中國平衡N$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2121M 柏瑞中國平衡N9 $,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2122A 柏瑞亞非投債Aa,2025/10,"261,096",0,0,0,0,0,0,0,0,0,0,0,3.13,0,3.13,3.13,0,0,0,26.38
T2122B 柏瑞亞非投債Bd,2025/10,"428,236",0,0,0,0,0,0,0,0,0,0,0,3.13,0,3.13,3.13,0,0,0,26.38
T2122C 柏瑞亞非投債Nd,2025/10,"506,761",0,0,0,0,0,0,0,0,0,0,0,3.13,0,3.13,3.13,0,0,0,26.38
T2122D 柏瑞亞非投債AaC,2025/10,"5,598",0,0,0,0,0,0,0,0,0,0,0,3.13,0,3.13,3.13,0,0,0,26.38
T2122E 柏瑞亞非投債BdC,2025/10,"66,658",0,0,0,0,0,0,0,0,0,0,0,3.13,0,3.13,3.13,0,0,0,26.38
T2122F 柏瑞亞非投債NdC,2025/10,"262,377",0,0,0,0,0,0,0,0,0,0,0,3.13,0,3.13,3.13,0,0,0,26.38
T2122G 柏瑞亞非投債Aa$,2025/10,"121,799",0,0,0,0,0,0,0,0,0,0,0,3.13,0,3.13,3.13,0,0,0,26.38
T2122H 柏瑞亞非投債Bd$,2025/10,"291,321",0,0,0,0,0,0,0,0,0,0,0,3.13,0,3.13,3.13,0,0,0,26.38
T2122J 柏瑞亞非投債Nd$,2025/10,"135,467",0,0,0,0,0,0,0,0,0,0,0,3.13,0,3.13,3.13,0,0,0,26.38
T2122K 柏瑞亞非投債N9a,2025/10,"12,015",0,0,0,0,0,0,0,0,0,0,0,3.13,0,3.13,3.13,0,0,0,26.38
T2122L 柏瑞亞非投債N9aC,2025/10,"83,931",0,0,0,0,0,0,0,0,0,0,0,3.13,0,3.13,3.13,0,0,0,26.38
T2122M 柏瑞亞非投債N9a$,2025/10,"238,288",0,0,0,0,0,0,0,0,0,0,0,3.13,0,3.13,3.13,0,0,0,26.38
T2122N 柏瑞亞非投債Ia,2025/10,"232,220",0,0,0,0,0,0,0,0,0,0,0,3.13,0,3.13,3.13,0,0,0,26.38
T2123A 柏瑞環多元產 A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2123B 柏瑞環多元產 B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2123C 柏瑞環多元產 N,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2123D 柏瑞環多元產N9,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2123E 柏瑞環多元產 AC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2123F 柏瑞環多元產 BC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2123G 柏瑞環多元產 NC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2123H 柏瑞環多元產N9C,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2123J 柏瑞環多元產 A$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2123K 柏瑞環多元產 B$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2123L 柏瑞環多元產 N$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2123M 柏瑞環多元產N9$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2123N 柏瑞環多元產 AZ,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2123P 柏瑞環多元產 BZ,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2123Q 柏瑞環多元產 NZ,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2123R 柏瑞環多元產N9Z,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T21240 柏瑞特股收IAaJ,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T21241 柏瑞特股收IBdJ,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124A 柏瑞特股收Aa,2025/10,"1,483,699",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124B 柏瑞特股收Bd,2025/10,"6,165,451",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124C 柏瑞特股收Nd,2025/10,"22,300,634",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124D 柏瑞特股收N9a,2025/10,"1,701,333",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124E 柏瑞特股收AaC,2025/10,"159,874",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124F 柏瑞特股收BdC,2025/10,"1,085,493",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124G 柏瑞特股收NdC,2025/10,"3,152,047",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124H 柏瑞特股收N9aC,2025/10,"439,276",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124J 柏瑞特股收Aa$,2025/10,"810,719",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124K 柏瑞特股收Bd$,2025/10,"4,244,629",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124L 柏瑞特股收Nd$,2025/10,"9,171,339",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124M 柏瑞特股收N9a$,2025/10,"992,246",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124N 柏瑞特股收BdA,2025/10,"634,258",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124P 柏瑞特股收NdA,2025/10,"1,594,447",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124Q 柏瑞特股收BdZ,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124R 柏瑞特股收NdZ,2025/10,"109,217",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124S 柏瑞特股收IAa,2025/10,"634,255",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124T 柏瑞特股收IBd,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124U 柏瑞特股收IAa$,2025/10,"260,821",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124V 柏瑞特股收AaJ,2025/10,"9,754",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124W 柏瑞特股收BdJ,2025/10,"5,726",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124X 柏瑞特股收NdJ,2025/10,"98,419",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T2124Y 柏瑞特股收N9aJ,2025/10,"9,475",0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0,0.35,1.88,92.82
T21251 柏瑞多重特NdJ,2025/10,"446,327",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T21252 柏瑞多重特N9aJ,2025/10,"344,396",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125A 柏瑞多重特Aa,2025/10,"355,715",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125B 柏瑞多重特Bd,2025/10,"661,599",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125C 柏瑞多重特Nd,2025/10,"6,052,008",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125D 柏瑞多重特N9a,2025/10,"804,085",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125E 柏瑞多重特AaA,2025/10,"22,123",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125F 柏瑞多重特BdA,2025/10,"39,431",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125G 柏瑞多重特NdA,2025/10,"494,336",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125H 柏瑞多重特N9aA,2025/10,"53,714",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125J 柏瑞多重特AaC,2025/10,"37,102",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125K 柏瑞多重特BdC,2025/10,"144,925",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125L 柏瑞多重特NdC,2025/10,"1,028,238",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125M 柏瑞多重特N9aC,2025/10,"167,027",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125N 柏瑞多重特Aa$,2025/10,"224,308",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125P 柏瑞多重特Bd$,2025/10,"370,623",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125Q 柏瑞多重特Nd$,2025/10,"2,304,289",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125R 柏瑞多重特N9a$,2025/10,"403,032",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125S 柏瑞多重特BdZ,2025/10,"42,360",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125T 柏瑞多重特NdZ,2025/10,"267,940",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125U 柏瑞多重特IAa,2025/10,"787,675",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125V 柏瑞多重特IBd,2025/10,0,0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125W 柏瑞多重特IAa$,2025/10,0,0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125X 柏瑞多重特AaJ,2025/10,"81,019",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2125Y 柏瑞多重特BdJ,2025/10,"53,773",0,0,0.08,0,0,0,0,0,0.08,0,0,3.33,0,3.33,3.41,0,0.41,5.12,79.07
T2128A 柏瑞中A精選Aa,2025/10,"288,733",0,0,0,0,0,0,0,0,0,0,0,0.88,0,0.88,0.88,0,0,0,0
T2128B 柏瑞中A精選N9a,2025/10,"30,034",0,0,0,0,0,0,0,0,0,0,0,0.88,0,0.88,0.88,0,0,0,0
T2128C 柏瑞中A精選AaA,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0.88,0.88,0,0,0,0
T2128D 柏瑞中A精選N9aA,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0.88,0.88,0,0,0,0
T2128E 柏瑞中A精選AaC,2025/10,"45,048",0,0,0,0,0,0,0,0,0,0,0,0.88,0,0.88,0.88,0,0,0,0
T2128F 柏瑞中A精選N9aC,2025/10,"75,040",0,0,0,0,0,0,0,0,0,0,0,0.88,0,0.88,0.88,0,0,0,0
T2128G 柏瑞中A精選Aa$,2025/10,"57,048",0,0,0,0,0,0,0,0,0,0,0,0.88,0,0.88,0.88,0,0,0,0
T2128H 柏瑞中A精選N9a$,2025/10,"30,324",0,0,0,0,0,0,0,0,0,0,0,0.88,0,0.88,0.88,0,0,0,0
T2129A 柏瑞2025新債Aa$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2129B 柏瑞2025新債Bd$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2129C 柏瑞2025新債AaC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2129D 柏瑞2025新債BdC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2129E 柏瑞2025新債AaZ,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2129F 柏瑞2025新債BdZ,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T2130A 柏瑞邊非投債Aa,2025/10,"137,015",0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2130B 柏瑞邊非投債Bd,2025/10,"181,241",0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2130C 柏瑞邊非投債Nd,2025/10,"120,153",0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2130D 柏瑞邊非投債N9a,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2130E 柏瑞邊非投債AaA,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2130F 柏瑞邊非投債BdA,2025/10,"8,544",0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2130G 柏瑞邊非投債NdA,2025/10,"14,015",0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2130H 柏瑞邊非投債N9aA,2025/10,"2,803",0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2130J 柏瑞邊非投債AaC,2025/10,"12,916",0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2130K 柏瑞邊非投債BdC,2025/10,"15,754",0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2130L 柏瑞邊非投債NdC,2025/10,"61,498",0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2130M 柏瑞邊非投債N9aC,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2130N 柏瑞邊非投債Aa$,2025/10,"19,701",0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2130P 柏瑞邊非投債Bd$,2025/10,"30,000",0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
T2130Q 柏瑞邊非投債Nd$,2025/10,"130,623",0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,8.87,1.92
